timestamp,road_segment_id,average_speed_kph,day_of_week,hour_of_day
2025-01-01 14:00:00,segment_indirapuram,25.81,2,14
2025-01-01 15:00:00,segment_nh9,66.36,2,15
2025-01-01 15:00:00,segment_gt_road,38.64,2,15
2025-01-01 15:00:00,segment_indirapuram,24.88,2,15
2025-01-01 16:00:00,segment_nh9,69.75,2,16
2025-01-01 16:00:00,segment_gt_road,33.06,2,16
2025-01-01 16:00:00,segment_indirapuram,29.21,2,16
2025-01-01 17:00:00,segment_nh9,24.51,2,17
2025-01-01 17:00:00,segment_gt_road,12.58,2,17
2025-01-01 17:00:00,segment_indirapuram,10.88,2,17
2025-01-01 18:00:00,segment_nh9,25.99,2,18
2025-01-01 18:00:00,segment_gt_road,10.99,2,18
2025-01-01 18:00:00,segment_indirapuram,11.97,2,18
2025-01-01 19:00:00,segment_nh9,27.54,2,19
2025-01-01 19:00:00,segment_gt_road,13.55,2,19
2025-01-01 19:00:00,segment_indirapuram,11.42,2,19
2025-01-01 20:00:00,segment_nh9,91.43,2,20
2025-01-01 20:00:00,segment_gt_road,59.93,2,20
2025-01-01 20:00:00,segment_indirapuram,38.81,2,20
2025-01-01 21:00:00,segment_nh9,78.23,2,21
2025-01-01 21:00:00,segment_gt_road,46.7,2,21
2025-01-01 21:00:00,segment_indirapuram,40.46,2,21
2025-01-01 22:00:00,segment_nh9,86.87,2,22
2025-01-01 22:00:00,segment_gt_road,49.68,2,22
2025-01-01 22:00:00,segment_indirapuram,42.53,2,22
2025-01-01 23:00:00,segment_nh9,74.78,2,23
2025-01-01 23:00:00,segment_gt_road,49.86,2,23
2025-01-01 23:00:00,segment_indirapuram,40.86,2,23
2025-01-02 00:00:00,segment_nh9,68.99,3,0
2025-01-02 00:00:00,segment_gt_road,49.31,3,0
2025-01-02 00:00:00,segment_indirapuram,43.44,3,0
2025-01-02 01:00:00,segment_nh9,73.39,3,1
2025-01-02 01:00:00,segment_gt_road,52.03,3,1
2025-01-02 01:00:00,segment_indirapuram,34.79,3,1
2025-01-02 02:00:00,segment_nh9,70.42,3,2
2025-01-02 02:00:00,segment_gt_road,50.98,3,2
2025-01-02 02:00:00,segment_indirapuram,43.01,3,2
2025-01-02 03:00:00,segment_nh9,78.32,3,3
2025-01-02 03:00:00,segment_gt_road,49.93,3,3
2025-01-02 03:00:00,segment_indirapuram,46.02,3,3
2025-01-02 04:00:00,segment_nh9,85.41,3,4
2025-01-02 04:00:00,segment_gt_road,44.33,3,4
2025-01-02 04:00:00,segment_indirapuram,33.43,3,4
2025-01-02 05:00:00,segment_nh9,74.54,3,5
2025-01-02 05:00:00,segment_gt_road,56.47,3,5
2025-01-02 05:00:00,segment_indirapuram,39.54,3,5
2025-01-02 06:00:00,segment_nh9,77.71,3,6
2025-01-02 06:00:00,segment_gt_road,49.79,3,6
2025-01-02 06:00:00,segment_indirapuram,38.33,3,6
2025-01-02 07:00:00,segment_nh9,27.86,3,7
2025-01-02 07:00:00,segment_gt_road,13.16,3,7
2025-01-02 07:00:00,segment_indirapuram,8.96,3,7
2025-01-02 08:00:00,segment_nh9,29.1,3,8
2025-01-02 08:00:00,segment_gt_road,15.33,3,8
2025-01-02 08:00:00,segment_indirapuram,12.65,3,8
2025-01-02 09:00:00,segment_nh9,23.51,3,9
2025-01-02 09:00:00,segment_gt_road,15.77,3,9
2025-01-02 09:00:00,segment_indirapuram,7.94,3,9
2025-01-02 10:00:00,segment_nh9,62.88,3,10
2025-01-02 10:00:00,segment_gt_road,34.67,3,10
2025-01-02 10:00:00,segment_indirapuram,24.44,3,10
2025-01-02 11:00:00,segment_nh9,58.7,3,11
2025-01-02 11:00:00,segment_gt_road,32.29,3,11
2025-01-02 11:00:00,segment_indirapuram,27.14,3,11
2025-01-02 12:00:00,segment_nh9,58.69,3,12
2025-01-02 12:00:00,segment_gt_road,36.37,3,12
2025-01-02 12:00:00,segment_indirapuram,25.51,3,12
2025-01-02 13:00:00,segment_nh9,56.78,3,13
2025-01-02 13:00:00,segment_gt_road,33.96,3,13
2025-01-02 13:00:00,segment_indirapuram,25.69,3,13
2025-01-02 14:00:00,segment_nh9,51.75,3,14
2025-01-02 14:00:00,segment_gt_road,40.79,3,14
2025-01-02 14:00:00,segment_indirapuram,25.88,3,14
2025-01-02 15:00:00,segment_nh9,55.82,3,15
2025-01-02 15:00:00,segment_gt_road,37.45,3,15
2025-01-02 15:00:00,segment_indirapuram,22.59,3,15
2025-01-02 16:00:00,segment_nh9,69.54,3,16
2025-01-02 16:00:00,segment_gt_road,40.19,3,16
2025-01-02 16:00:00,segment_indirapuram,22.7,3,16
2025-01-02 17:00:00,segment_nh9,21.01,3,17
2025-01-02 17:00:00,segment_gt_road,17.33,3,17
2025-01-02 17:00:00,segment_indirapuram,8.75,3,17
2025-01-02 18:00:00,segment_nh9,24.05,3,18
2025-01-02 18:00:00,segment_gt_road,16.46,3,18
2025-01-02 18:00:00,segment_indirapuram,10.59,3,18
2025-01-02 19:00:00,segment_nh9,30.19,3,19
2025-01-02 19:00:00,segment_gt_road,12.46,3,19
2025-01-02 19:00:00,segment_indirapuram,9.83,3,19
2025-01-02 20:00:00,segment_nh9,74.4,3,20
2025-01-02 20:00:00,segment_gt_road,49.31,3,20
2025-01-02 20:00:00,segment_indirapuram,43.13,3,20
2025-01-02 21:00:00,segment_nh9,88.47,3,21
2025-01-02 21:00:00,segment_gt_road,44.46,3,21
2025-01-02 21:00:00,segment_indirapuram,41.21,3,21
2025-01-02 22:00:00,segment_nh9,90.75,3,22
2025-01-02 22:00:00,segment_gt_road,53.86,3,22
2025-01-02 22:00:00,segment_indirapuram,43.38,3,22
2025-01-02 23:00:00,segment_nh9,79.78,3,23
2025-01-02 23:00:00,segment_gt_road,49.39,3,23
2025-01-02 23:00:00,segment_indirapuram,42.73,3,23
2025-01-03 00:00:00,segment_nh9,78.06,4,0
2025-01-03 00:00:00,segment_gt_road,50.83,4,0
2025-01-03 00:00:00,segment_indirapuram,37.22,4,0
2025-01-03 01:00:00,segment_nh9,91.71,4,1
2025-01-03 01:00:00,segment_gt_road,43.44,4,1
2025-01-03 01:00:00,segment_indirapuram,37.67,4,1
2025-01-03 02:00:00,segment_nh9,73.1,4,2
2025-01-03 02:00:00,segment_gt_road,48.74,4,2
2025-01-03 02:00:00,segment_indirapuram,43.91,4,2
2025-01-03 03:00:00,segment_nh9,83.82,4,3
2025-01-03 03:00:00,segment_gt_road,45.02,4,3
2025-01-03 03:00:00,segment_indirapuram,39.17,4,3
2025-01-03 04:00:00,segment_nh9,84.06,4,4
2025-01-03 04:00:00,segment_gt_road,43.61,4,4
2025-01-03 04:00:00,segment_indirapuram,45.2,4,4
2025-01-03 05:00:00,segment_nh9,81.27,4,5
2025-01-03 05:00:00,segment_gt_road,43.7,4,5
2025-01-03 05:00:00,segment_indirapuram,43.19,4,5
2025-01-03 06:00:00,segment_nh9,85.05,4,6
2025-01-03 06:00:00,segment_gt_road,52.78,4,6
2025-01-03 06:00:00,segment_indirapuram,38.08,4,6
2025-01-03 07:00:00,segment_nh9,19.98,4,7
2025-01-03 07:00:00,segment_gt_road,12.92,4,7
2025-01-03 07:00:00,segment_indirapuram,11.69,4,7
2025-01-03 08:00:00,segment_nh9,27.22,4,8
2025-01-03 08:00:00,segment_gt_road,17.33,4,8
2025-01-03 08:00:00,segment_indirapuram,10.61,4,8
2025-01-03 09:00:00,segment_nh9,25.96,4,9
2025-01-03 09:00:00,segment_gt_road,13.33,4,9
2025-01-03 09:00:00,segment_indirapuram,11.91,4,9
2025-01-03 10:00:00,segment_nh9,51.06,4,10
2025-01-03 10:00:00,segment_gt_road,31.87,4,10
2025-01-03 10:00:00,segment_indirapuram,23.96,4,10
2025-01-03 11:00:00,segment_nh9,59.84,4,11
2025-01-03 11:00:00,segment_gt_road,32.98,4,11
2025-01-03 11:00:00,segment_indirapuram,25.13,4,11
2025-01-03 12:00:00,segment_nh9,65.98,4,12
2025-01-03 12:00:00,segment_gt_road,36.91,4,12
2025-01-03 12:00:00,segment_indirapuram,22.1,4,12
2025-01-03 13:00:00,segment_nh9,52.99,4,13
2025-01-03 13:00:00,segment_gt_road,34.17,4,13
2025-01-03 13:00:00,segment_indirapuram,24.38,4,13
2025-01-03 14:00:00,segment_nh9,64.08,4,14
2025-01-03 14:00:00,segment_gt_road,33.94,4,14
2025-01-03 14:00:00,segment_indirapuram,26.19,4,14
2025-01-03 15:00:00,segment_nh9,59.62,4,15
2025-01-03 15:00:00,segment_gt_road,33.37,4,15
2025-01-03 15:00:00,segment_indirapuram,26.54,4,15
2025-01-03 16:00:00,segment_nh9,54.85,4,16
2025-01-03 16:00:00,segment_gt_road,36.15,4,16
2025-01-03 16:00:00,segment_indirapuram,25.88,4,16
2025-01-03 17:00:00,segment_nh9,31.07,4,17
2025-01-03 17:00:00,segment_gt_road,18.44,4,17
2025-01-03 17:00:00,segment_indirapuram,9.03,4,17
2025-01-03 18:00:00,segment_nh9,29.78,4,18
2025-01-03 18:00:00,segment_gt_road,15.15,4,18
2025-01-03 18:00:00,segment_indirapuram,9.91,4,18
2025-01-03 19:00:00,segment_nh9,19.34,4,19
2025-01-03 19:00:00,segment_gt_road,15.41,4,19
2025-01-03 19:00:00,segment_indirapuram,7.57,4,19
2025-01-03 20:00:00,segment_nh9,76.57,4,20
2025-01-03 20:00:00,segment_gt_road,56.74,4,20
2025-01-03 20:00:00,segment_indirapuram,43.17,4,20
2025-01-03 21:00:00,segment_nh9,71.96,4,21
2025-01-03 21:00:00,segment_gt_road,44.94,4,21
2025-01-03 21:00:00,segment_indirapuram,35.02,4,21
2025-01-03 22:00:00,segment_nh9,77.18,4,22
2025-01-03 22:00:00,segment_gt_road,52.3,4,22
2025-01-03 22:00:00,segment_indirapuram,41.24,4,22
2025-01-03 23:00:00,segment_nh9,89.82,4,23
2025-01-03 23:00:00,segment_gt_road,52.48,4,23
2025-01-03 23:00:00,segment_indirapuram,43.44,4,23
2025-01-04 00:00:00,segment_nh9,81.17,5,0
2025-01-04 00:00:00,segment_gt_road,44.05,5,0
2025-01-04 00:00:00,segment_indirapuram,46.7,5,0
2025-01-04 01:00:00,segment_nh9,87.9,5,1
2025-01-04 01:00:00,segment_gt_road,48.04,5,1
2025-01-04 01:00:00,segment_indirapuram,54.21,5,1
2025-01-04 02:00:00,segment_nh9,80.92,5,2
2025-01-04 02:00:00,segment_gt_road,48.65,5,2
2025-01-04 02:00:00,segment_indirapuram,49.33,5,2
2025-01-04 03:00:00,segment_nh9,99.89,5,3
2025-01-04 03:00:00,segment_gt_road,44.05,5,3
2025-01-04 03:00:00,segment_indirapuram,50.49,5,3
2025-01-04 04:00:00,segment_nh9,88.94,5,4
2025-01-04 04:00:00,segment_gt_road,55.98,5,4
2025-01-04 04:00:00,segment_indirapuram,50.36,5,4
2025-01-04 05:00:00,segment_nh9,90.2,5,5
2025-01-04 05:00:00,segment_gt_road,56.8,5,5
2025-01-04 05:00:00,segment_indirapuram,44.15,5,5
2025-01-04 06:00:00,segment_nh9,92.57,5,6
2025-01-04 06:00:00,segment_gt_road,54.34,5,6
2025-01-04 06:00:00,segment_indirapuram,46.96,5,6
2025-01-04 07:00:00,segment_nh9,25.23,5,7
2025-01-04 07:00:00,segment_gt_road,13.36,5,7
2025-01-04 07:00:00,segment_indirapuram,9.69,5,7
2025-01-04 08:00:00,segment_nh9,21.97,5,8
2025-01-04 08:00:00,segment_gt_road,14.09,5,8
2025-01-04 08:00:00,segment_indirapuram,13.04,5,8
2025-01-04 09:00:00,segment_nh9,25.65,5,9
2025-01-04 09:00:00,segment_gt_road,12.32,5,9
2025-01-04 09:00:00,segment_indirapuram,12.28,5,9
2025-01-04 10:00:00,segment_nh9,68.53,5,10
2025-01-04 10:00:00,segment_gt_road,38.39,5,10
2025-01-04 10:00:00,segment_indirapuram,25.68,5,10
2025-01-04 11:00:00,segment_nh9,66.69,5,11
2025-01-04 11:00:00,segment_gt_road,37.59,5,11
2025-01-04 11:00:00,segment_indirapuram,27.57,5,11
2025-01-04 12:00:00,segment_nh9,68.27,5,12
2025-01-04 12:00:00,segment_gt_road,32.03,5,12
2025-01-04 12:00:00,segment_indirapuram,27.06,5,12
2025-01-04 13:00:00,segment_nh9,70.36,5,13
2025-01-04 13:00:00,segment_gt_road,37.95,5,13
2025-01-04 13:00:00,segment_indirapuram,26.9,5,13
2025-01-04 14:00:00,segment_nh9,60.99,5,14
2025-01-04 14:00:00,segment_gt_road,34.67,5,14
2025-01-04 14:00:00,segment_indirapuram,31.98,5,14
2025-01-04 15:00:00,segment_nh9,62.97,5,15
2025-01-04 15:00:00,segment_gt_road,41.93,5,15
2025-01-04 15:00:00,segment_indirapuram,30.81,5,15
2025-01-04 16:00:00,segment_nh9,62.14,5,16
2025-01-04 16:00:00,segment_gt_road,38.39,5,16
2025-01-04 16:00:00,segment_indirapuram,29.75,5,16
2025-01-04 17:00:00,segment_nh9,33.48,5,17
2025-01-04 17:00:00,segment_gt_road,17.42,5,17
2025-01-04 17:00:00,segment_indirapuram,10.82,5,17
2025-01-04 18:00:00,segment_nh9,30.64,5,18
2025-01-04 18:00:00,segment_gt_road,12.92,5,18
2025-01-04 18:00:00,segment_indirapuram,13.78,5,18
2025-01-04 19:00:00,segment_nh9,33.36,5,19
2025-01-04 19:00:00,segment_gt_road,15.36,5,19
2025-01-04 19:00:00,segment_indirapuram,12.75,5,19
2025-01-04 20:00:00,segment_nh9,98.32,5,20
2025-01-04 20:00:00,segment_gt_road,50.33,5,20
2025-01-04 20:00:00,segment_indirapuram,40.29,5,20
2025-01-04 21:00:00,segment_nh9,87.8,5,21
2025-01-04 21:00:00,segment_gt_road,45.4,5,21
2025-01-04 21:00:00,segment_indirapuram,54.37,5,21
2025-01-04 22:00:00,segment_nh9,91.32,5,22
2025-01-04 22:00:00,segment_gt_road,54.4,5,22
2025-01-04 22:00:00,segment_indirapuram,52.92,5,22
2025-01-04 23:00:00,segment_nh9,95.35,5,23
2025-01-04 23:00:00,segment_gt_road,52.61,5,23
2025-01-04 23:00:00,segment_indirapuram,49.93,5,23
2025-01-05 00:00:00,segment_nh9,101.63,6,0
2025-01-05 00:00:00,segment_gt_road,45.78,6,0
2025-01-05 00:00:00,segment_indirapuram,49.89,6,0
2025-01-05 01:00:00,segment_nh9,97.06,6,1
2025-01-05 01:00:00,segment_gt_road,58.47,6,1
2025-01-05 01:00:00,segment_indirapuram,47.97,6,1
2025-01-05 02:00:00,segment_nh9,84.03,6,2
2025-01-05 02:00:00,segment_gt_road,44.65,6,2
2025-01-05 02:00:00,segment_indirapuram,44.58,6,2
2025-01-05 03:00:00,segment_nh9,102.45,6,3
2025-01-05 03:00:00,segment_gt_road,52.92,6,3
2025-01-05 03:00:00,segment_indirapuram,51.7,6,3
2025-01-05 04:00:00,segment_nh9,88.05,6,4
2025-01-05 04:00:00,segment_gt_road,57.58,6,4
2025-01-05 04:00:00,segment_indirapuram,47.49,6,4
2025-01-05 05:00:00,segment_nh9,85.3,6,5
2025-01-05 05:00:00,segment_gt_road,49.64,6,5
2025-01-05 05:00:00,segment_indirapuram,51.6,6,5
2025-01-05 06:00:00,segment_nh9,81.06,6,6
2025-01-05 06:00:00,segment_gt_road,46.07,6,6
2025-01-05 06:00:00,segment_indirapuram,42.7,6,6
2025-01-05 07:00:00,segment_nh9,28.25,6,7
2025-01-05 07:00:00,segment_gt_road,16.5,6,7
2025-01-05 07:00:00,segment_indirapuram,12.89,6,7
2025-01-05 08:00:00,segment_nh9,29.62,6,8
2025-01-05 08:00:00,segment_gt_road,13.16,6,8
2025-01-05 08:00:00,segment_indirapuram,13.0,6,8
2025-01-05 09:00:00,segment_nh9,28.27,6,9
2025-01-05 09:00:00,segment_gt_road,12.1,6,9
2025-01-05 09:00:00,segment_indirapuram,13.65,6,9
2025-01-05 10:00:00,segment_nh9,71.53,6,10
2025-01-05 10:00:00,segment_gt_road,32.57,6,10
2025-01-05 10:00:00,segment_indirapuram,29.47,6,10
2025-01-05 11:00:00,segment_nh9,65.89,6,11
2025-01-05 11:00:00,segment_gt_road,35.38,6,11
2025-01-05 11:00:00,segment_indirapuram,28.28,6,11
2025-01-05 12:00:00,segment_nh9,67.94,6,12
2025-01-05 12:00:00,segment_gt_road,32.34,6,12
2025-01-05 12:00:00,segment_indirapuram,28.46,6,12
2025-01-05 13:00:00,segment_nh9,71.15,6,13
2025-01-05 13:00:00,segment_gt_road,35.53,6,13
2025-01-05 13:00:00,segment_indirapuram,28.19,6,13
2025-01-05 14:00:00,segment_nh9,70.86,6,14
2025-01-05 14:00:00,segment_gt_road,34.51,6,14
2025-01-05 14:00:00,segment_indirapuram,28.86,6,14
2025-01-05 15:00:00,segment_nh9,71.04,6,15
2025-01-05 15:00:00,segment_gt_road,31.9,6,15
2025-01-05 15:00:00,segment_indirapuram,33.24,6,15
2025-01-05 16:00:00,segment_nh9,64.13,6,16
2025-01-05 16:00:00,segment_gt_road,40.4,6,16
2025-01-05 16:00:00,segment_indirapuram,26.51,6,16
2025-01-05 17:00:00,segment_nh9,23.74,6,17
2025-01-05 17:00:00,segment_gt_road,16.13,6,17
2025-01-05 17:00:00,segment_indirapuram,10.55,6,17
2025-01-05 18:00:00,segment_nh9,26.69,6,18
2025-01-05 18:00:00,segment_gt_road,17.35,6,18
2025-01-05 18:00:00,segment_indirapuram,13.7,6,18
2025-01-05 19:00:00,segment_nh9,22.4,6,19
2025-01-05 19:00:00,segment_gt_road,12.63,6,19
2025-01-05 19:00:00,segment_indirapuram,11.18,6,19
2025-01-05 20:00:00,segment_nh9,91.72,6,20
2025-01-05 20:00:00,segment_gt_road,52.28,6,20
2025-01-05 20:00:00,segment_indirapuram,48.5,6,20
2025-01-05 21:00:00,segment_nh9,87.08,6,21
2025-01-05 21:00:00,segment_gt_road,49.11,6,21
2025-01-05 21:00:00,segment_indirapuram,42.61,6,21
2025-01-05 22:00:00,segment_nh9,94.79,6,22
2025-01-05 22:00:00,segment_gt_road,46.42,6,22
2025-01-05 22:00:00,segment_indirapuram,48.78,6,22
2025-01-05 23:00:00,segment_nh9,75.05,6,23
2025-01-05 23:00:00,segment_gt_road,57.64,6,23
2025-01-05 23:00:00,segment_indirapuram,42.34,6,23
2025-01-06 00:00:00,segment_nh9,84.11,0,0
2025-01-06 00:00:00,segment_gt_road,50.85,0,0
2025-01-06 00:00:00,segment_indirapuram,35.34,0,0
2025-01-06 01:00:00,segment_nh9,88.04,0,1
2025-01-06 01:00:00,segment_gt_road,41.94,0,1
2025-01-06 01:00:00,segment_indirapuram,34.39,0,1
2025-01-06 02:00:00,segment_nh9,66.55,0,2
2025-01-06 02:00:00,segment_gt_road,53.14,0,2
2025-01-06 02:00:00,segment_indirapuram,37.56,0,2
2025-01-06 03:00:00,segment_nh9,78.85,0,3
2025-01-06 03:00:00,segment_gt_road,41.69,0,3
2025-01-06 03:00:00,segment_indirapuram,38.9,0,3
2025-01-06 04:00:00,segment_nh9,77.32,0,4
2025-01-06 04:00:00,segment_gt_road,51.25,0,4
2025-01-06 04:00:00,segment_indirapuram,39.1,0,4
2025-01-06 05:00:00,segment_nh9,94.91,0,5
2025-01-06 05:00:00,segment_gt_road,51.23,0,5
2025-01-06 05:00:00,segment_indirapuram,42.23,0,5
2025-01-06 06:00:00,segment_nh9,80.21,0,6
2025-01-06 06:00:00,segment_gt_road,53.0,0,6
2025-01-06 06:00:00,segment_indirapuram,36.03,0,6
2025-01-06 07:00:00,segment_nh9,31.72,0,7
2025-01-06 07:00:00,segment_gt_road,18.55,0,7
2025-01-06 07:00:00,segment_indirapuram,8.89,0,7
2025-01-06 08:00:00,segment_nh9,25.34,0,8
2025-01-06 08:00:00,segment_gt_road,13.66,0,8
2025-01-06 08:00:00,segment_indirapuram,11.15,0,8
2025-01-06 09:00:00,segment_nh9,22.65,0,9
2025-01-06 09:00:00,segment_gt_road,12.97,0,9
2025-01-06 09:00:00,segment_indirapuram,10.79,0,9
2025-01-06 10:00:00,segment_nh9,59.56,0,10
2025-01-06 10:00:00,segment_gt_road,30.59,0,10
2025-01-06 10:00:00,segment_indirapuram,24.37,0,10
2025-01-06 11:00:00,segment_nh9,59.47,0,11
2025-01-06 11:00:00,segment_gt_road,35.74,0,11
2025-01-06 11:00:00,segment_indirapuram,24.58,0,11
2025-01-06 12:00:00,segment_nh9,68.22,0,12
2025-01-06 12:00:00,segment_gt_road,33.25,0,12
2025-01-06 12:00:00,segment_indirapuram,24.43,0,12
2025-01-06 13:00:00,segment_nh9,60.34,0,13
2025-01-06 13:00:00,segment_gt_road,34.37,0,13
2025-01-06 13:00:00,segment_indirapuram,24.26,0,13
2025-01-06 14:00:00,segment_nh9,59.47,0,14
2025-01-06 14:00:00,segment_gt_road,40.82,0,14
2025-01-06 14:00:00,segment_indirapuram,24.05,0,14
2025-01-06 15:00:00,segment_nh9,59.07,0,15
2025-01-06 15:00:00,segment_gt_road,32.38,0,15
2025-01-06 15:00:00,segment_indirapuram,21.78,0,15
2025-01-06 16:00:00,segment_nh9,66.66,0,16
2025-01-06 16:00:00,segment_gt_road,30.71,0,16
2025-01-06 16:00:00,segment_indirapuram,23.87,0,16
2025-01-06 17:00:00,segment_nh9,23.84,0,17
2025-01-06 17:00:00,segment_gt_road,16.49,0,17
2025-01-06 17:00:00,segment_indirapuram,9.33,0,17
2025-01-06 18:00:00,segment_nh9,20.9,0,18
2025-01-06 18:00:00,segment_gt_road,15.0,0,18
2025-01-06 18:00:00,segment_indirapuram,12.5,0,18
2025-01-06 19:00:00,segment_nh9,26.33,0,19
2025-01-06 19:00:00,segment_gt_road,15.51,0,19
2025-01-06 19:00:00,segment_indirapuram,12.27,0,19
2025-01-06 20:00:00,segment_nh9,91.27,0,20
2025-01-06 20:00:00,segment_gt_road,49.71,0,20
2025-01-06 20:00:00,segment_indirapuram,35.77,0,20
2025-01-06 21:00:00,segment_nh9,81.02,0,21
2025-01-06 21:00:00,segment_gt_road,45.77,0,21
2025-01-06 21:00:00,segment_indirapuram,43.12,0,21
2025-01-06 22:00:00,segment_nh9,72.71,0,22
2025-01-06 22:00:00,segment_gt_road,48.78,0,22
2025-01-06 22:00:00,segment_indirapuram,45.73,0,22
2025-01-06 23:00:00,segment_nh9,75.92,0,23
2025-01-06 23:00:00,segment_gt_road,52.29,0,23
2025-01-06 23:00:00,segment_indirapuram,36.42,0,23
2025-01-07 00:00:00,segment_nh9,75.82,1,0
2025-01-07 00:00:00,segment_gt_road,50.57,1,0
2025-01-07 00:00:00,segment_indirapuram,43.58,1,0
2025-01-07 01:00:00,segment_nh9,81.07,1,1
2025-01-07 01:00:00,segment_gt_road,57.36,1,1
2025-01-07 01:00:00,segment_indirapuram,39.51,1,1
2025-01-07 02:00:00,segment_nh9,82.43,1,2
2025-01-07 02:00:00,segment_gt_road,54.51,1,2
2025-01-07 02:00:00,segment_indirapuram,40.15,1,2
2025-01-07 03:00:00,segment_nh9,75.15,1,3
2025-01-07 03:00:00,segment_gt_road,44.7,1,3
2025-01-07 03:00:00,segment_indirapuram,39.84,1,3
2025-01-07 04:00:00,segment_nh9,76.3,1,4
2025-01-07 04:00:00,segment_gt_road,47.09,1,4
2025-01-07 04:00:00,segment_indirapuram,39.78,1,4
2025-01-07 05:00:00,segment_nh9,79.94,1,5
2025-01-07 05:00:00,segment_gt_road,50.54,1,5
2025-01-07 05:00:00,segment_indirapuram,42.37,1,5
2025-01-07 06:00:00,segment_nh9,81.67,1,6
2025-01-07 06:00:00,segment_gt_road,47.45,1,6
2025-01-07 06:00:00,segment_indirapuram,38.73,1,6
2025-01-07 07:00:00,segment_nh9,23.03,1,7
2025-01-07 07:00:00,segment_gt_road,12.48,1,7
2025-01-07 07:00:00,segment_indirapuram,12.86,1,7
2025-01-07 08:00:00,segment_nh9,31.02,1,8
2025-01-07 08:00:00,segment_gt_road,13.47,1,8
2025-01-07 08:00:00,segment_indirapuram,10.01,1,8
2025-01-07 09:00:00,segment_nh9,26.92,1,9
2025-01-07 09:00:00,segment_gt_road,12.69,1,9
2025-01-07 09:00:00,segment_indirapuram,11.98,1,9
2025-01-07 10:00:00,segment_nh9,57.86,1,10
2025-01-07 10:00:00,segment_gt_road,34.5,1,10
2025-01-07 10:00:00,segment_indirapuram,24.71,1,10
2025-01-07 11:00:00,segment_nh9,55.06,1,11
2025-01-07 11:00:00,segment_gt_road,31.84,1,11
2025-01-07 11:00:00,segment_indirapuram,23.64,1,11
2025-01-07 12:00:00,segment_nh9,61.7,1,12
2025-01-07 12:00:00,segment_gt_road,32.07,1,12
2025-01-07 12:00:00,segment_indirapuram,23.91,1,12
2025-01-07 13:00:00,segment_nh9,60.47,1,13
2025-01-07 13:00:00,segment_gt_road,36.5,1,13
2025-01-07 13:00:00,segment_indirapuram,26.68,1,13
2025-01-07 14:00:00,segment_nh9,63.2,1,14
2025-01-07 14:00:00,segment_gt_road,32.75,1,14
2025-01-07 14:00:00,segment_indirapuram,24.14,1,14
2025-01-07 15:00:00,segment_nh9,54.57,1,15
2025-01-07 15:00:00,segment_gt_road,34.17,1,15
2025-01-07 15:00:00,segment_indirapuram,23.61,1,15
