timestamp,road_segment_id,weather,average_speed_kph,day_of_week,hour_of_day
2025-01-03 06:00:00,segment_gt_road,Clear,43.53,4,6
2025-01-03 06:00:00,segment_indirapuram,Clear,42.96,4,6
2025-01-03 07:00:00,segment_nh9,Rain,15.28,4,7
2025-01-03 07:00:00,segment_gt_road,Rain,9.34,4,7
2025-01-03 07:00:00,segment_indirapuram,Rain,6.4,4,7
2025-01-03 08:00:00,segment_nh9,Fog,13.04,4,8
2025-01-03 08:00:00,segment_gt_road,Fog,6.75,4,8
2025-01-03 08:00:00,segment_indirapuram,Fog,6.17,4,8
2025-01-03 09:00:00,segment_nh9,Haze,26.55,4,9
2025-01-03 09:00:00,segment_gt_road,Haze,11.92,4,9
2025-01-03 09:00:00,segment_indirapuram,Haze,10.09,4,9
2025-01-03 10:00:00,segment_nh9,Haze,55.72,4,10
2025-01-03 10:00:00,segment_gt_road,Haze,33.48,4,10
2025-01-03 10:00:00,segment_indirapuram,Haze,21.65,4,10
2025-01-03 11:00:00,segment_nh9,Clouds,48.2,4,11
2025-01-03 11:00:00,segment_gt_road,Clouds,33.05,4,11
2025-01-03 11:00:00,segment_indirapuram,Clouds,21.14,4,11
2025-01-03 12:00:00,segment_nh9,Rain,35.62,4,12
2025-01-03 12:00:00,segment_gt_road,Rain,28.07,4,12
2025-01-03 12:00:00,segment_indirapuram,Rain,16.93,4,12
2025-01-03 13:00:00,segment_nh9,Haze,53.59,4,13
2025-01-03 13:00:00,segment_gt_road,Haze,33.91,4,13
2025-01-03 13:00:00,segment_indirapuram,Haze,25.32,4,13
2025-01-03 14:00:00,segment_nh9,Clear,64.34,4,14
2025-01-03 14:00:00,segment_gt_road,Clear,35.94,4,14
2025-01-03 14:00:00,segment_indirapuram,Clear,25.34,4,14
2025-01-03 15:00:00,segment_nh9,Haze,55.92,4,15
2025-01-03 15:00:00,segment_gt_road,Haze,32.19,4,15
2025-01-03 15:00:00,segment_indirapuram,Haze,20.04,4,15
2025-01-03 16:00:00,segment_nh9,Rain,42.37,4,16
2025-01-03 16:00:00,segment_gt_road,Rain,25.4,4,16
2025-01-03 16:00:00,segment_indirapuram,Rain,16.46,4,16
2025-01-03 17:00:00,segment_nh9,Clouds,29.03,4,17
2025-01-03 17:00:00,segment_gt_road,Clouds,13.33,4,17
2025-01-03 17:00:00,segment_indirapuram,Clouds,7.58,4,17
2025-01-03 18:00:00,segment_nh9,Clear,25.83,4,18
2025-01-03 18:00:00,segment_gt_road,Clear,16.1,4,18
2025-01-03 18:00:00,segment_indirapuram,Clear,10.29,4,18
2025-01-03 19:00:00,segment_nh9,Clear,21.96,4,19
2025-01-03 19:00:00,segment_gt_road,Clear,16.89,4,19
2025-01-03 19:00:00,segment_indirapuram,Clear,7.5,4,19
2025-01-03 20:00:00,segment_nh9,Clear,92.93,4,20
2025-01-03 20:00:00,segment_gt_road,Clear,43.98,4,20
2025-01-03 20:00:00,segment_indirapuram,Clear,36.51,4,20
2025-01-03 21:00:00,segment_nh9,Clear,71.62,4,21
2025-01-03 21:00:00,segment_gt_road,Clear,53.81,4,21
2025-01-03 21:00:00,segment_indirapuram,Clear,39.18,4,21
2025-01-03 22:00:00,segment_nh9,Rain,52.57,4,22
2025-01-03 22:00:00,segment_gt_road,Rain,37.8,4,22
2025-01-03 22:00:00,segment_indirapuram,Rain,25.21,4,22
2025-01-03 23:00:00,segment_nh9,Clear,75.98,4,23
2025-01-03 23:00:00,segment_gt_road,Clear,47.07,4,23
2025-01-03 23:00:00,segment_indirapuram,Clear,43.87,4,23
2025-01-04 00:00:00,segment_nh9,Clear,94.42,5,0
2025-01-04 00:00:00,segment_gt_road,Clear,49.63,5,0
2025-01-04 00:00:00,segment_indirapuram,Clear,44.3,5,0
2025-01-04 01:00:00,segment_nh9,Clear,76.17,5,1
2025-01-04 01:00:00,segment_gt_road,Clear,51.74,5,1
2025-01-04 01:00:00,segment_indirapuram,Clear,41.58,5,1
2025-01-04 02:00:00,segment_nh9,Rain,58.38,5,2
2025-01-04 02:00:00,segment_gt_road,Rain,38.05,5,2
2025-01-04 02:00:00,segment_indirapuram,Rain,33.2,5,2
2025-01-04 03:00:00,segment_nh9,Clouds,83.89,5,3
2025-01-04 03:00:00,segment_gt_road,Clouds,48.08,5,3
2025-01-04 03:00:00,segment_indirapuram,Clouds,46.54,5,3
2025-01-04 04:00:00,segment_nh9,Clear,83.76,5,4
2025-01-04 04:00:00,segment_gt_road,Clear,44.37,5,4
2025-01-04 04:00:00,segment_indirapuram,Clear,47.11,5,4
2025-01-04 05:00:00,segment_nh9,Clouds,73.29,5,5
2025-01-04 05:00:00,segment_gt_road,Clouds,51.39,5,5
2025-01-04 05:00:00,segment_indirapuram,Clouds,42.46,5,5
2025-01-04 06:00:00,segment_nh9,Clear,86.76,5,6
2025-01-04 06:00:00,segment_gt_road,Clear,54.29,5,6
2025-01-04 06:00:00,segment_indirapuram,Clear,46.55,5,6
2025-01-04 07:00:00,segment_nh9,Clear,34.37,5,7
2025-01-04 07:00:00,segment_gt_road,Clear,15.93,5,7
2025-01-04 07:00:00,segment_indirapuram,Clear,12.19,5,7
2025-01-04 08:00:00,segment_nh9,Clear,29.12,5,8
2025-01-04 08:00:00,segment_gt_road,Clear,13.35,5,8
2025-01-04 08:00:00,segment_indirapuram,Clear,13.2,5,8
2025-01-04 09:00:00,segment_nh9,Clouds,22.72,5,9
2025-01-04 09:00:00,segment_gt_road,Clouds,12.96,5,9
2025-01-04 09:00:00,segment_indirapuram,Clouds,12.89,5,9
2025-01-04 10:00:00,segment_nh9,Clear,71.49,5,10
2025-01-04 10:00:00,segment_gt_road,Clear,31.75,5,10
2025-01-04 10:00:00,segment_indirapuram,Clear,29.93,5,10
2025-01-04 11:00:00,segment_nh9,Clouds,53.44,5,11
2025-01-04 11:00:00,segment_gt_road,Clouds,27.9,5,11
2025-01-04 11:00:00,segment_indirapuram,Clouds,30.25,5,11
2025-01-04 12:00:00,segment_nh9,Clear,58.12,5,12
2025-01-04 12:00:00,segment_gt_road,Clear,39.53,5,12
2025-01-04 12:00:00,segment_indirapuram,Clear,25.72,5,12
2025-01-04 13:00:00,segment_nh9,Clouds,62.37,5,13
2025-01-04 13:00:00,segment_gt_road,Clouds,36.85,5,13
2025-01-04 13:00:00,segment_indirapuram,Clouds,31.53,5,13
2025-01-04 14:00:00,segment_nh9,Clear,71.15,5,14
2025-01-04 14:00:00,segment_gt_road,Clear,32.59,5,14
2025-01-04 14:00:00,segment_indirapuram,Clear,34.15,5,14
2025-01-04 15:00:00,segment_nh9,Clouds,59.31,5,15
2025-01-04 15:00:00,segment_gt_road,Clouds,32.37,5,15
2025-01-04 15:00:00,segment_indirapuram,Clouds,33.85,5,15
2025-01-04 16:00:00,segment_nh9,Clouds,65.88,5,16
2025-01-04 16:00:00,segment_gt_road,Clouds,34.41,5,16
2025-01-04 16:00:00,segment_indirapuram,Clouds,31.92,5,16
2025-01-04 17:00:00,segment_nh9,Clear,28.83,5,17
2025-01-04 17:00:00,segment_gt_road,Clear,12.47,5,17
2025-01-04 17:00:00,segment_indirapuram,Clear,13.36,5,17
2025-01-04 18:00:00,segment_nh9,Fog,11.19,5,18
2025-01-04 18:00:00,segment_gt_road,Fog,6.23,5,18
2025-01-04 18:00:00,segment_indirapuram,Fog,7.42,5,18
2025-01-04 19:00:00,segment_nh9,Clear,30.61,5,19
2025-01-04 19:00:00,segment_gt_road,Clear,13.54,5,19
2025-01-04 19:00:00,segment_indirapuram,Clear,10.55,5,19
2025-01-04 20:00:00,segment_nh9,Clear,74.7,5,20
2025-01-04 20:00:00,segment_gt_road,Clear,45.54,5,20
2025-01-04 20:00:00,segment_indirapuram,Clear,48.43,5,20
2025-01-04 21:00:00,segment_nh9,Clouds,81.66,5,21
2025-01-04 21:00:00,segment_gt_road,Clouds,43.8,5,21
2025-01-04 21:00:00,segment_indirapuram,Clouds,50.73,5,21
2025-01-04 22:00:00,segment_nh9,Clouds,81.96,5,22
2025-01-04 22:00:00,segment_gt_road,Clouds,43.93,5,22
2025-01-04 22:00:00,segment_indirapuram,Clouds,45.82,5,22
2025-01-04 23:00:00,segment_nh9,Clear,104.34,5,23
2025-01-04 23:00:00,segment_gt_road,Clear,53.73,5,23
2025-01-04 23:00:00,segment_indirapuram,Clear,52.34,5,23
2025-01-05 00:00:00,segment_nh9,Haze,82.12,6,0
2025-01-05 00:00:00,segment_gt_road,Haze,51.21,6,0
2025-01-05 00:00:00,segment_indirapuram,Haze,45.27,6,0
2025-01-05 01:00:00,segment_nh9,Clear,86.66,6,1
2025-01-05 01:00:00,segment_gt_road,Clear,51.41,6,1
2025-01-05 01:00:00,segment_indirapuram,Clear,57.24,6,1
2025-01-05 02:00:00,segment_nh9,Clear,96.94,6,2
2025-01-05 02:00:00,segment_gt_road,Clear,53.73,6,2
2025-01-05 02:00:00,segment_indirapuram,Clear,44.47,6,2
2025-01-05 03:00:00,segment_nh9,Clear,86.38,6,3
2025-01-05 03:00:00,segment_gt_road,Clear,54.23,6,3
2025-01-05 03:00:00,segment_indirapuram,Clear,52.26,6,3
2025-01-05 04:00:00,segment_nh9,Clear,92.41,6,4
2025-01-05 04:00:00,segment_gt_road,Clear,43.38,6,4
2025-01-05 04:00:00,segment_indirapuram,Clear,46.77,6,4
2025-01-05 05:00:00,segment_nh9,Haze,77.72,6,5
2025-01-05 05:00:00,segment_gt_road,Haze,44.55,6,5
2025-01-05 05:00:00,segment_indirapuram,Haze,39.98,6,5
2025-01-05 06:00:00,segment_nh9,Clear,85.62,6,6
2025-01-05 06:00:00,segment_gt_road,Clear,55.23,6,6
2025-01-05 06:00:00,segment_indirapuram,Clear,48.07,6,6
2025-01-05 07:00:00,segment_nh9,Rain,20.43,6,7
2025-01-05 07:00:00,segment_gt_road,Rain,11.19,6,7
2025-01-05 07:00:00,segment_indirapuram,Rain,8.28,6,7
2025-01-05 08:00:00,segment_nh9,Clear,27.05,6,8
2025-01-05 08:00:00,segment_gt_road,Clear,12.53,6,8
2025-01-05 08:00:00,segment_indirapuram,Clear,11.97,6,8
2025-01-05 09:00:00,segment_nh9,Haze,22.98,6,9
2025-01-05 09:00:00,segment_gt_road,Haze,11.85,6,9
2025-01-05 09:00:00,segment_indirapuram,Haze,9.63,6,9
2025-01-05 10:00:00,segment_nh9,Clouds,59.08,6,10
2025-01-05 10:00:00,segment_gt_road,Clouds,38.3,6,10
2025-01-05 10:00:00,segment_indirapuram,Clouds,32.96,6,10
2025-01-05 11:00:00,segment_nh9,Clear,68.3,6,11
2025-01-05 11:00:00,segment_gt_road,Clear,35.94,6,11
2025-01-05 11:00:00,segment_indirapuram,Clear,31.04,6,11
2025-01-05 12:00:00,segment_nh9,Haze,56.3,6,12
2025-01-05 12:00:00,segment_gt_road,Haze,31.28,6,12
2025-01-05 12:00:00,segment_indirapuram,Haze,27.82,6,12
2025-01-05 13:00:00,segment_nh9,Clouds,70.13,6,13
2025-01-05 13:00:00,segment_gt_road,Clouds,27.4,6,13
2025-01-05 13:00:00,segment_indirapuram,Clouds,28.66,6,13
2025-01-05 14:00:00,segment_nh9,Haze,67.78,6,14
2025-01-05 14:00:00,segment_gt_road,Haze,31.65,6,14
2025-01-05 14:00:00,segment_indirapuram,Haze,30.69,6,14
2025-01-05 15:00:00,segment_nh9,Clear,59.09,6,15
2025-01-05 15:00:00,segment_gt_road,Clear,33.3,6,15
2025-01-05 15:00:00,segment_indirapuram,Clear,29.67,6,15
2025-01-05 16:00:00,segment_nh9,Clear,59.36,6,16
2025-01-05 16:00:00,segment_gt_road,Clear,30.7,6,16
2025-01-05 16:00:00,segment_indirapuram,Clear,33.68,6,16
2025-01-05 17:00:00,segment_nh9,Fog,15.87,6,17
2025-01-05 17:00:00,segment_gt_road,Fog,6.29,6,17
2025-01-05 17:00:00,segment_indirapuram,Fog,5.16,6,17
2025-01-05 18:00:00,segment_nh9,Clear,25.17,6,18
2025-01-05 18:00:00,segment_gt_road,Clear,17.24,6,18
2025-01-05 18:00:00,segment_indirapuram,Clear,11.59,6,18
2025-01-05 19:00:00,segment_nh9,Clear,25.49,6,19
2025-01-05 19:00:00,segment_gt_road,Clear,15.46,6,19
2025-01-05 19:00:00,segment_indirapuram,Clear,13.77,6,19
2025-01-05 20:00:00,segment_nh9,Clear,96.31,6,20
2025-01-05 20:00:00,segment_gt_road,Clear,52.73,6,20
2025-01-05 20:00:00,segment_indirapuram,Clear,47.94,6,20
2025-01-05 21:00:00,segment_nh9,Fog,42.88,6,21
2025-01-05 21:00:00,segment_gt_road,Fog,22.74,6,21
2025-01-05 21:00:00,segment_indirapuram,Fog,23.83,6,21
2025-01-05 22:00:00,segment_nh9,Clouds,92.18,6,22
2025-01-05 22:00:00,segment_gt_road,Clouds,47.34,6,22
2025-01-05 22:00:00,segment_indirapuram,Clouds,46.82,6,22
2025-01-05 23:00:00,segment_nh9,Clear,93.31,6,23
2025-01-05 23:00:00,segment_gt_road,Clear,52.8,6,23
2025-01-05 23:00:00,segment_indirapuram,Clear,45.72,6,23
2025-01-06 00:00:00,segment_nh9,Clouds,76.58,0,0
2025-01-06 00:00:00,segment_gt_road,Clouds,48.0,0,0
2025-01-06 00:00:00,segment_indirapuram,Clouds,39.58,0,0
2025-01-06 01:00:00,segment_nh9,Haze,74.02,0,1
2025-01-06 01:00:00,segment_gt_road,Haze,45.04,0,1
2025-01-06 01:00:00,segment_indirapuram,Haze,36.1,0,1
2025-01-06 02:00:00,segment_nh9,Clear,80.72,0,2
2025-01-06 02:00:00,segment_gt_road,Clear,48.83,0,2
2025-01-06 02:00:00,segment_indirapuram,Clear,40.48,0,2
2025-01-06 03:00:00,segment_nh9,Rain,58.53,0,3
2025-01-06 03:00:00,segment_gt_road,Rain,37.0,0,3
2025-01-06 03:00:00,segment_indirapuram,Rain,23.79,0,3
2025-01-06 04:00:00,segment_nh9,Haze,76.11,0,4
2025-01-06 04:00:00,segment_gt_road,Haze,47.73,0,4
2025-01-06 04:00:00,segment_indirapuram,Haze,38.13,0,4
2025-01-06 05:00:00,segment_nh9,Clouds,82.88,0,5
2025-01-06 05:00:00,segment_gt_road,Clouds,47.58,0,5
2025-01-06 05:00:00,segment_indirapuram,Clouds,35.91,0,5
2025-01-06 06:00:00,segment_nh9,Clear,74.19,0,6
2025-01-06 06:00:00,segment_gt_road,Clear,53.05,0,6
2025-01-06 06:00:00,segment_indirapuram,Clear,39.66,0,6
2025-01-06 07:00:00,segment_nh9,Clouds,26.33,0,7
2025-01-06 07:00:00,segment_gt_road,Clouds,13.21,0,7
2025-01-06 07:00:00,segment_indirapuram,Clouds,11.42,0,7
2025-01-06 08:00:00,segment_nh9,Clear,26.12,0,8
2025-01-06 08:00:00,segment_gt_road,Clear,15.29,0,8
2025-01-06 08:00:00,segment_indirapuram,Clear,10.15,0,8
2025-01-06 09:00:00,segment_nh9,Clear,18.93,0,9
2025-01-06 09:00:00,segment_gt_road,Clear,12.98,0,9
2025-01-06 09:00:00,segment_indirapuram,Clear,10.33,0,9
2025-01-06 10:00:00,segment_nh9,Haze,60.69,0,10
2025-01-06 10:00:00,segment_gt_road,Haze,35.68,0,10
2025-01-06 10:00:00,segment_indirapuram,Haze,20.7,0,10
2025-01-06 11:00:00,segment_nh9,Clear,68.62,0,11
2025-01-06 11:00:00,segment_gt_road,Clear,38.86,0,11
2025-01-06 11:00:00,segment_indirapuram,Clear,26.61,0,11
2025-01-06 12:00:00,segment_nh9,Rain,42.36,0,12
2025-01-06 12:00:00,segment_gt_road,Rain,26.9,0,12
2025-01-06 12:00:00,segment_indirapuram,Rain,19.66,0,12
2025-01-06 13:00:00,segment_nh9,Rain,39.2,0,13
2025-01-06 13:00:00,segment_gt_road,Rain,22.27,0,13
2025-01-06 13:00:00,segment_indirapuram,Rain,18.32,0,13
2025-01-06 14:00:00,segment_nh9,Clear,68.87,0,14
2025-01-06 14:00:00,segment_gt_road,Clear,35.52,0,14
2025-01-06 14:00:00,segment_indirapuram,Clear,25.23,0,14
2025-01-06 15:00:00,segment_nh9,Clear,60.35,0,15
2025-01-06 15:00:00,segment_gt_road,Clear,36.37,0,15
2025-01-06 15:00:00,segment_indirapuram,Clear,28.18,0,15
2025-01-06 16:00:00,segment_nh9,Fog,29.88,0,16
2025-01-06 16:00:00,segment_gt_road,Fog,19.44,0,16
2025-01-06 16:00:00,segment_indirapuram,Fog,12.96,0,16
2025-01-06 17:00:00,segment_nh9,Haze,28.5,0,17
2025-01-06 17:00:00,segment_gt_road,Haze,11.59,0,17
2025-01-06 17:00:00,segment_indirapuram,Haze,9.47,0,17
2025-01-06 18:00:00,segment_nh9,Clear,26.65,0,18
2025-01-06 18:00:00,segment_gt_road,Clear,12.39,0,18
2025-01-06 18:00:00,segment_indirapuram,Clear,10.7,0,18
2025-01-06 19:00:00,segment_nh9,Clear,26.18,0,19
2025-01-06 19:00:00,segment_gt_road,Clear,18.35,0,19
